Date,ShareLink,ShareCommentary,SharedUrl,MediaUrl,Visibility
2023-10-16 06:52:19,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7119575772574437377,Merci pour votre participation! A bientôt pour d'autres événements et rencontres,"","",MEMBER_NETWORK
2023-09-06 06:47:31,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7105079051244945408,"Si la systémique vous intéresse, l'animateur est excellent !","","",MEMBER_NETWORK
2023-01-23 14:47:14,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7023300114534277120,"","","",MEMBER_NETWORK
2022-03-30 14:48:04,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6914946352531595264,Les collègues Nantais en visite à Bordeaux,"","",MEMBER_NETWORK
2022-03-26 09:13:42,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6913412656582340608,"","","",MEMBER_NETWORK
2022-03-04 10:52:57,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6905465099834798080,"","","",MEMBER_NETWORK
2021-12-16 07:47:36,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6877152203052773376,Si vous souhaitez vous (re)mettre à développer en Scala.,"","",MEMBER_NETWORK
2020-12-03 15:54:53,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6740292217274957824,"Allez, inscrivez-vous ou proposez à vos contacts. Nous allons bien nous amuser et, accessoirement, apprendre ensemble !","","",MEMBER_NETWORK
2020-12-01 07:07:14,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6739434653360427008,"","","",MEMBER_NETWORK
2020-11-26 12:29:02,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6737703700363571200,"","","",MEMBER_NETWORK
2020-11-26 07:12:56,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6737624151005159424,"Si vous avez des pistes pour des locaux sur Bordeaux, message ci-dessous","","",MEMBER_NETWORK
2020-11-26 07:11:05,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6737623686410493952,"Si vous souhaitez découvrir un peu l'agilité et envisagez d'approfondir, rejoignez-nous le 3/12 à 9:30 !","","",MEMBER_NETWORK
2020-11-22 12:19:20,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6736251708923543552,"Nice, easy, positive messages","","",MEMBER_NETWORK
2020-11-21 16:51:09,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6735957724749721600,Ceci résume tellement mon sentiment vous à vis de ce débat !,"","",MEMBER_NETWORK
2020-11-06 10:42:24,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6730429106019721217,"Avec Alexandre Mezard, et en collaboration avec Simplon, nous préparons une formation pour le début de l'année 2021 !","","",MEMBER_NETWORK
2020-03-09 10:47:15,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6642732462269046784,"Très heureux de cette formidable aventure : 15 cadres, 3 mois et des centaines de post-its pour inviter à un esprit et une posture agile plus qu'à une collection de pratiques et à un cadre. Le résultat, 13 diplômés qui méritent haut la main cette reconnaissance. Félicitation à vous toutes et tous !""
""""
""J'espère que cette immersion en inspirera d'autres. En tout cas, je suis motivé pour y prendre part !","","",MEMBER_NETWORK
2020-01-21 18:15:58,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6625450770948997120,"Avec Sam Cranford, nous formons 15 managers à l'agilité depuis plusieurs semaines.""
""Ils sont très excités à l'idée de venir observer ou mettre en oeuvre leurs nouvelles pratiques dans votre entreprise !","","",MEMBER_NETWORK
2019-10-25 13:28:22,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6593488260436115457,"","","",MEMBER_NETWORK
2018-10-15 08:58:11,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6457524815770193920,"Si vous souhaitez partager sur des sujets pros, de manière décontractée et vivante, avec d'autres pros, le Lean Coffee  est fait pour vous""
""Vendredi matin, 9h au Coolworking à Bordeaux""
""https://lnkd.in/dXVTxwN",https://www.meetup.com/fr-FR/Agile-Bordeaux/events/255449522/,https://media.licdn.com/media-proxy/ext?w=240&h=240&f=n&hash=BH4PZg8PGyvzjJDuWuHeItsz3Sg%3D&ora=1%2CaFBCTXdkRmpGL2lvQUFBPQ%2CxAVta5g-0R65lhgP0Blv7auEuVqg91NGUYvfTGP-BjrqoorEPzT2JJKCK-fju1oJfzNSjwctIrr1EmWjfZG5Ko3sfdp0gom_ZMWz,MEMBER_NETWORK
2018-10-15 08:58:11,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6457524815770193920,"Si vous souhaitez partager sur des sujets pros, de manière décontractée et vivante, avec d'autres pros, le Lean Coffee  est fait pour vous""
""Vendredi matin, 9h au Coolworking à Bordeaux""
""https://lnkd.in/dXVTxwN",https://www.meetup.com/fr-FR/Agile-Bordeaux/events/255449522/,"",MEMBER_NETWORK
2018-10-05 13:00:12,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6453961842740985856,Si vous recherchez une approche différente,"","",MEMBER_NETWORK
2018-06-14 16:33:25,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6413065675325136896,"","","",MEMBER_NETWORK
2018-06-13 09:10:14,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6412591756138856448,"Très bonne prestation hier matin, et voici le résumé écrit.","","",MEMBER_NETWORK
2018-06-01 15:55:50,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6408345173528494080,"","","",MEMBER_NETWORK
2017-06-17 07:12:18,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6281740054570233856,"","","",MEMBER_NETWORK
2017-06-17 07:09:48,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6281739428536811520,"","","",MEMBER_NETWORK
2017-03-30 05:50:32,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6253090837874376704,"","","",MEMBER_NETWORK
2017-02-22 11:35:41,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6240131736236232704,Intéressant !,"","",MEMBER_NETWORK
2017-02-10 17:13:00,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6235867968975175680,Je recommande vivement!,"","",MEMBER_NETWORK
2017-01-26 09:39:07,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6230317926289805312,"","","",MEMBER_NETWORK
2017-01-23 17:15:07,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6229345517906726912,"","","",MEMBER_NETWORK
2015-03-05 07:45:55,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A5979154647963746304,"","","",MEMBER_NETWORK
2015-03-02 16:02:01,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A5978192331499716608,"I just uploaded ""Atelier - Haiku coding"" on SlideShare","","",MEMBER_NETWORK
2014-12-23 22:24:46,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A5953283890268381184,"I just uploaded ""Equipes scrum multiples   upwiser"" on SlideShare","","",MEMBER_NETWORK
2014-11-18 13:27:21,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A5940465069023326208,"I just uploaded ""La régression continue - Une méthode pour bien faire rater l'adoption agile en entreprise"" on SlideShare","","",MEMBER_NETWORK
2014-11-18 13:22:15,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A5940463786145116160,Fun Look Back of My Professional Journey. Create Yours Now http://lnkd.in/dt_kNUs,"","",MEMBER_NETWORK
2014-11-17 12:51:18,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A5940093611600285696,Fun Look Back of My Professional Journey. Create Yours Now http://lnkd.in/dt_kNUs,"","",MEMBER_NETWORK
2014-11-17 12:48:25,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A5940092886967156736,I connected my LinkedIn and SlideShare accounts,"","",MEMBER_NETWORK
2013-03-06 08:24:10,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A1391123529,"","","",MEMBER_NETWORK
2013-02-06 18:02:36,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A1372659130,"","","",MEMBER_NETWORK
2012-12-19 13:44:07,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A1345424584,"","","",MEMBER_NETWORK
2012-09-13 16:27:37,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A1295067049,Les inscriptions sont ouvertes : http://lnkd.in/r_MPxr,http://agiletourbordeaux.okiwi.org/index.html,"",MEMBER_NETWORK
2012-04-18 06:54:10,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A1048572013,"","","",MEMBER_NETWORK
